business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style
Laila Hair & Nails,Beauty Salon,2528,2025-10-17,13,Friday,10,image,Behind the scenes from our team. Tag a friend | ahlan ya shabab ???????? #Ramallah #Clinic #SmallBusiness #Fitness #Food,120,5,3,100,9,0.0,Arabic,True,False,0.0,True,False,False,True
Ramallah Streetwear,Clothing Store,18359,2025-10-07,19,Tuesday,10,image,Behind the scenes from our team. | ahlan ya shabab ??? #Coffee #SupportLocal #Fitness #Bookstore #Jerusalem #SmallBusiness,122,6,2,364,28,0.0,Mixed,False,False,0.0,False,False,False,True
Canaan Threads,Clothing Store,8964,2025-10-29,18,Wednesday,10,image,Limited offer for this week. ????? #Nablus #Jerusalem #Beauty #Clinic,69,4,3,436,22,0.0,Arabic,False,False,0.0,False,False,False,True
Nablus Sweet Oven,Bakery,10928,2025-08-31,21,Sunday,8,image,Limited offer for this week. Tag a friend | for Palestine #SmallBusiness #Beauty #Bookstore #Clinic #Hebron #SupportLocal #Palestine,132,7,0,386,29,,English,True,False,0.0,False,False,True,True
Shifa Physiotherapy,Clinic,10435,2025-11-16,17,Sunday,11,reel,Ramadan-style menu ideas. #Gaza #SmallBusiness #Bookstore #SupportLocal #Beauty #Hebron,87,6,0,165,9,9692.0,Mixed,False,False,0.0,False,False,False,True
Nablus Sweet Oven,Bakery,10928,2025-06-29,21,Sunday,6,reel,New arrivals just landed. ?? #SupportLocal #Food #Nablus #Jerusalem,67,4,1,315,21,19800.0,Arabic,False,False,0.0,False,False,False,True
Olive Branch Books,Bookstore,4379,2025-09-06,0,Saturday,9,reel,Community vibes in Ramallah. ??????????? #Ramallah #Nablus #Bookstore #Hebron #SmallBusiness #Coffee #Jerusalem,111,7,5,142,8,8476.0,Arabic,False,True,0.0,False,False,False,False
Ramallah Readers,Bookstore,5527,2026-03-02,10,Monday,3,image,Behind the scenes from our team. | ahlan ya shabab #Palestine #SmallBusiness #Coffee #Food #Jerusalem #SupportLocal #Clinic,123,7,0,100,7,,Arabic,False,False,0.0,True,False,False,True
Taste of Hebron,Restaurant,12512,2025-07-25,9,Friday,7,carousel,Behind the scenes from our team. | ahlan ya shabab #SupportLocal #Jerusalem #SmallBusiness #Clinic #Hebron #Bookstore,117,6,3,448,21,0.0,Arabic,False,False,0.0,False,False,False,True
Ramallah Family Clinic,Clinic,2924,2025-12-07,7,Sunday,12,carousel,Behind the scenes from our team. Book now #SmallBusiness #Gaza #Hebron #Fitness #Ramallah,89,5,1,88,9,0.0,Arabic,True,False,0.0,False,False,True,True
Ramallah Fit Hub,Gym,1720,2025-08-13,21,Wednesday,8,reel,Ramadan-style menu ideas. Order on WhatsApp | ahlan ya shabab #Ramallah #Hebron #Coffee #Beauty #Fitness,104,5,3,55,7,2650.0,Arabic,True,False,0.0,False,False,False,True
Al-Quds Phone Repair,Local Services,1807,2025-09-21,18,Sunday,9,reel,New arrivals just landed. Book now,34,5,4,44,3,4865.0,Arabic,True,False,0.0,False,False,False,True
Gaza Sea Breeze Cafe,Cafe,14649,2026-03-03,0,Tuesday,3,reel,Customer favorite is back.,26,5,1,569,45,24345.0,Arabic,False,False,0.0,False,False,False,False
Taste of Hebron,Restaurant,12512,2026-01-28,20,Wednesday,1,carousel,Customer favorite is back. ????????,35,5,3,292,13,0.0,Arabic,False,False,0.0,True,False,False,False
Laila Hair & Nails,Beauty Salon,2528,2025-09-21,13,Sunday,9,carousel,Customer favorite is back. #Ramallah #Jerusalem #Palestine #Coffee #Gaza #Clinic,80,6,2,68,2,0.0,Arabic,False,True,20.0,False,False,True,False
Shifa Physiotherapy,Clinic,10435,2025-06-03,17,Tuesday,6,image,"Support local, shop Palestinian. #Jerusalem #Hebron #Clinic #Fitness #Beauty",76,5,4,371,31,,Arabic,False,True,0.0,False,False,False,False
Falafel Al-Balad,Restaurant,11524,2025-06-09,18,Monday,6,image,Community vibes in Nablus. ????? #Food #Nablus #Beauty #Coffee #Hebron,70,5,3,340,24,0.0,Arabic,False,False,0.0,False,False,True,False
Ramallah Delivery Service,Local Services,3962,2025-06-17,13,Tuesday,6,image,Community vibes in Ramallah. #Hebron #Bookstore #Jerusalem #SupportLocal #Fitness #Palestine,92,6,3,99,7,0.0,Mixed,False,False,0.0,False,True,False,False
Ramallah Fit Hub,Gym,1720,2025-08-10,3,Sunday,8,reel,Ramadan-style menu ideas. #Coffee #Clinic #Nablus #SupportLocal,63,4,2,53,4,344.0,English,False,False,0.0,False,False,False,False
Nablus Printing Studio,Local Services,3287,2026-02-28,13,Saturday,2,image,Behind the scenes from our team. | ahlan ya shabab ????? #Beauty #Bookstore #Gaza #SmallBusiness #Clinic,104,5,3,98,4,0.0,English,False,False,0.0,False,False,False,True
Ramallah Fit Hub,Gym,1720,2026-02-22,13,Sunday,2,video,Community vibes in Nablus. Share this | ahlan ya shabab #Clinic #Coffee #SmallBusiness,86,3,4,52,7,4185.0,Arabic,True,False,0.0,False,False,False,True
Olive Branch Books,Bookstore,4379,2026-01-21,13,Wednesday,1,carousel,"Support local, shop Palestinian.",32,4,1,116,5,0.0,Arabic,False,False,0.0,True,False,False,True
Ramallah Family Clinic,Clinic,2924,2025-09-30,10,Tuesday,9,reel,Behind the scenes from our team. Call for appointment #Clinic #Ramallah #Jerusalem #Gaza #SupportLocal,102,5,2,124,14,3209.0,Arabic,True,True,18.0,False,False,False,True
Cafe Al-Quds,Cafe,12976,2026-03-07,19,Saturday,3,reel,Fresh and ready today. Order on WhatsApp ??????,47,6,2,357,32,18308.0,Arabic,True,False,0.0,False,False,False,True
Olive Branch Books,Bookstore,4379,2025-11-30,9,Sunday,11,reel,Fresh and ready today.,22,3,3,108,5,4353.0,Arabic,False,False,0.0,False,False,True,False
Nablus Sweet Oven,Bakery,10928,2025-08-15,22,Friday,8,image,Ramadan-style menu ideas. Tag a friend #SmallBusiness #Coffee #Palestine #Jerusalem,83,4,5,431,53,,Arabic,True,False,0.0,False,False,True,False
Falafel Al-Balad,Restaurant,11524,2025-08-13,12,Wednesday,8,video,Behind the scenes from our team. Visit us today ??? #Bookstore #Nablus #Hebron #Palestine #SmallBusiness,104,5,2,233,20,20382.0,Arabic,True,False,0.0,False,False,True,False
Nablus Coffee Corner,Cafe,2909,2025-11-02,20,Sunday,11,reel,Limited offer for this week. Tag a friend | ahlan ya shabab,59,2,3,90,10,5681.0,Arabic,True,True,30.0,True,False,False,True
Ramallah Lash Bar,Beauty Salon,6223,2026-02-02,20,Monday,2,image,New arrivals just landed. | for Palestine ??????????,52,2,4,177,8,0.0,English,False,False,0.0,True,False,True,False
Ramallah Streetwear,Clothing Store,18359,2025-10-28,19,Tuesday,10,image,Limited offer for this week. | ahlan ya shabab #SupportLocal #Bookstore #Fitness #Clinic #Coffee #Hebron,104,6,1,431,26,0.0,Arabic,False,False,0.0,False,False,False,True
Al-Amal Dental Clinic,Clinic,3179,2026-02-21,13,Saturday,2,reel,Fresh and ready today. #Palestine #Food #Bookstore,50,3,0,112,5,3462.0,Arabic,False,True,2.0,True,False,False,False
Ramallah Lash Bar,Beauty Salon,6223,2025-08-11,18,Monday,8,reel,Customer favorite is back. Tag a friend,39,5,3,220,25,1245.0,English,True,False,0.0,True,False,False,False
Ramallah Roastery,Cafe,4324,2026-02-03,3,Tuesday,2,image,Fresh and ready today. | baraka ????????? #Jerusalem #Food #Fitness #Clinic #Beauty #SupportLocal #Coffee,105,7,4,129,7,,Arabic,False,False,0.0,False,True,False,True
Gaza Glow Salon,Beauty Salon,6765,2025-11-28,10,Friday,11,carousel,Fresh and ready today. Book now #SupportLocal #Ramallah #Coffee #Bookstore #Gaza,80,5,7,138,18,0.0,Arabic,True,True,32.0,False,False,False,False
Nablus Skin Center,Clinic,11174,2026-01-12,21,Monday,1,image,Limited offer for this week. Tag a friend ??????? #Jerusalem #Food #SmallBusiness #Fitness #Hebron #Ramallah,108,6,4,359,29,0.0,Arabic,True,True,24.0,True,False,False,True
Olive Branch Books,Bookstore,4379,2025-09-24,19,Wednesday,9,video,"Support local, shop Palestinian. ???? #Fitness #Coffee #Nablus",62,3,3,135,10,5624.0,Arabic,False,False,0.0,False,False,False,True
Jerusalem Kitchen,Restaurant,10814,2025-08-26,9,Tuesday,8,image,Limited offer for this week. #Beauty #Food #SmallBusiness #Palestine #Nablus,76,5,0,370,28,0.0,Arabic,False,False,0.0,True,False,False,False
Al-Karmel Boutique,Clothing Store,9423,2025-08-15,8,Friday,8,reel,Ramadan-style menu ideas. #SupportLocal #Hebron #Gaza #Beauty,61,4,3,193,15,7283.0,Arabic,False,True,21.0,False,False,False,True
Ramallah Readers,Bookstore,5527,2025-09-12,13,Friday,9,reel,"Support local, shop Palestinian. Visit us today | ahlan ya shabab | for Palestine ??? #Coffee #Ramallah #SmallBusiness #Palestine",129,4,2,109,9,8931.0,Arabic,True,False,0.0,False,False,True,True
Nablus Stationery & Books,Bookstore,753,2026-01-07,10,Wednesday,1,image,New arrivals just landed. ????? #Palestine #Nablus #Jerusalem,61,3,3,19,0,0.0,English,False,False,0.0,False,False,False,False
Ramallah Roastery,Cafe,4324,2025-06-24,10,Tuesday,6,image,Customer favorite is back. Book now | baraka,44,4,2,97,10,,English,True,False,0.0,True,True,False,False
